"","LGA","year","freq_daily","freq_less_weekly","freq_never","freq_weekly"
"878","Parkes","2015",9.2,29.7,29.6,31.6
"879","Parkes","2016",10.5,29.6,25.4,34.6
"880","Parkes","2017",11.8,28.5,24.6,35.1
"881","Parramatta","2008",6,24.3,38.4,31.3
"882","Parramatta","2009",6.5,25,39.2,29.3
"883","Parramatta","2010",6.3,30.1,39.1,24.6
"884","Parramatta","2011",6.3,30.7,38.6,24.5
"885","Parramatta","2012",5.9,28.1,41.4,24.7
"886","Parramatta","2013",4.8,28.7,42.3,24.2
"887","Parramatta","2014",3.9,26.9,45.5,23.7
"888","Parramatta","2015",5.6,24.4,47.4,22.6
"889","Parramatta","2016",5.5,27.6,43.3,23.7
"890","Parramatta","2017",4.1,32.3,39.7,24
"891","Penrith","2008",6.8,25.7,28.9,38.7
"892","Penrith","2009",6.7,24.7,31.5,37.1
"893","Penrith","2010",6.9,26.2,33.2,33.6
"894","Penrith","2011",8,27.9,30.3,33.7
"895","Penrith","2012",8.3,31.1,28.8,31.8
"896","Penrith","2013",6.6,33.5,29.8,30.1
"897","Penrith","2014",6.1,30.3,32,31.5
"898","Penrith","2015",8.3,28,31.6,32.1
"899","Penrith","2016",9.9,27.9,29.3,32.9
"900","Penrith","2017",8.1,28.7,31.3,31.9
"901","Port Macquarie-Hastings","2008",14.6,19.2,28.6,37.6
"902","Port Macquarie-Hastings","2009",14.2,19.8,30,36.1
"903","Port Macquarie-Hastings","2010",12.6,21.7,28.8,36.9
"904","Port Macquarie-Hastings","2011",13.3,23.9,26,36.7
"905","Port Macquarie-Hastings","2012",14,21,28.5,36.5
"906","Port Macquarie-Hastings","2013",13.8,16.9,35.3,34
"907","Port Macquarie-Hastings","2014",13.6,19.7,35.2,31.4
"908","Port Macquarie-Hastings","2015",13.6,20.1,30.1,36.2
"909","Port Macquarie-Hastings","2016",12.8,19.6,27.1,40.6
"910","Port Macquarie-Hastings","2017",13.6,23.3,25.4,37.7
"911","Port Stephens","2008",11.7,22.4,30.5,35.4
"912","Port Stephens","2009",12.5,21.9,30.1,35.4
"913","Port Stephens","2010",12.3,22.3,31,34.4
"914","Port Stephens","2011",12.1,25,29.8,33.1
"915","Port Stephens","2012",11.7,27.8,25.2,35.3
"916","Port Stephens","2013",11,28.4,25.6,35
"917","Port Stephens","2014",9.4,27.4,28.5,34.7
"918","Port Stephens","2015",8.6,25.8,28,37.6
"919","Port Stephens","2016",8.3,24.3,27.7,39.6
"920","Port Stephens","2017",8.8,25,26.4,39.8
"921","Queanbeyan-Palerang Regional","2008",14.1,21.2,26.9,37.8
"922","Queanbeyan-Palerang Regional","2009",14.5,21.3,26.2,38
"923","Queanbeyan-Palerang Regional","2010",14.6,22.1,26.5,36.9
"924","Queanbeyan-Palerang Regional","2011",14.7,24.4,24.8,36.1
"925","Queanbeyan-Palerang Regional","2012",13.4,26.8,22.7,37.1
"926","Queanbeyan-Palerang Regional","2013",11.6,27.5,23.8,37.1
"927","Queanbeyan-Palerang Regional","2014",10,28.2,24.9,36.9
"928","Queanbeyan-Palerang Regional","2015",9.7,26.1,25.2,39
"929","Queanbeyan-Palerang Regional","2016",11.4,24.8,25.2,38.5
"930","Queanbeyan-Palerang Regional","2017",10.5,26.1,24.7,38.7
"931","Randwick","2008",9.3,25.2,29.9,35.6
"932","Randwick","2009",9.1,24.9,29.2,36.9
"933","Randwick","2010",7.6,24.9,29.4,38.1
"934","Randwick","2011",8.1,25.9,28,38
"935","Randwick","2012",9,26.7,26.7,37.6
"936","Randwick","2013",7.5,25.6,29.7,37.2
"937","Randwick","2014",6.1,27,31.9,35.1
"938","Randwick","2015",5.6,27.5,30.7,36.2
"939","Randwick","2016",5.3,25.4,27.3,42.1
"940","Randwick","2017",6.9,23.5,22.5,47.1
"941","Richmond Valley","2008",14.4,19.8,27.5,38.3
"942","Richmond Valley","2009",13.3,19.5,29.6,37.6
"943","Richmond Valley","2010",12.5,18.2,31.9,37.4
"944","Richmond Valley","2011",11.9,22.3,29.1,36.7
"945","Richmond Valley","2012",12.8,26.6,25.3,35.3
"946","Richmond Valley","2013",14.1,27,25.5,33.3
"947","Richmond Valley","2014",12.2,25.7,26,36.1
"948","Richmond Valley","2015",11.8,24.4,25.6,38.3
"949","Richmond Valley","2016",12.2,24.3,23.4,40
"950","Richmond Valley","2017",11.8,24.8,21.1,42.3
"951","Rockdale","2008",9.3,25.2,29.9,35.6
"952","Rockdale","2009",9.1,24.9,29.2,36.9
"953","Rockdale","2010",7.6,24.9,29.4,38.1
"954","Rockdale","2011",8.1,25.9,28,38
"955","Rockdale","2012",9,26.7,26.7,37.6
"956","Rockdale","2013",7.5,25.6,29.7,37.2
"957","Rockdale","2014",6.1,27,31.9,35.1
"958","Rockdale","2015",5.6,27.5,30.7,36.2
"959","Rockdale","2016",5.3,25.4,27.3,42.1
"960","Rockdale","2017",6.9,23.5,22.5,47.1
"961","Ryde","2008",12.3,18.5,23.2,46.1
"962","Ryde","2009",12,19.4,23.1,45.5
"963","Ryde","2010",11.8,21.6,22.1,44.5
"964","Ryde","2011",11,20.5,21.3,47.3
"965","Ryde","2012",9.2,21.7,21.3,47.8
"966","Ryde","2013",7.7,23.7,24,44.6
"967","Ryde","2014",8.1,22.7,25.7,43.5
"968","Ryde","2015",8.2,23.6,27.4,40.8
"969","Ryde","2016",7.8,23.4,26.4,42.5
"970","Ryde","2017",7.3,23.6,20.7,48.5
"971","Shellharbour","2008",9.1,24.5,27.4,39
"972","Shellharbour","2009",8.5,27.1,24.9,39.5
"973","Shellharbour","2010",8.8,25.7,26.7,38.7
"974","Shellharbour","2011",10.7,23.9,26.8,38.6
"975","Shellharbour","2012",10.6,25.9,25.3,38.2
"976","Shellharbour","2013",8.9,26.1,26,39
"977","Shellharbour","2014",8.5,26.1,26.3,39.1
"978","Shellharbour","2015",8.4,26.3,25.7,39.5
"979","Shellharbour","2016",9,28.6,24.8,37.6
"980","Shellharbour","2017",9.3,28.4,21.8,40.5
"981","Shoalhaven","2008",9.1,24.5,27.4,39
"982","Shoalhaven","2009",8.5,27.1,24.9,39.5
"983","Shoalhaven","2010",8.8,25.7,26.7,38.7
"984","Shoalhaven","2011",10.7,23.9,26.8,38.6
"985","Shoalhaven","2012",10.6,25.9,25.3,38.2
"986","Shoalhaven","2013",8.9,26.1,26,39
"987","Shoalhaven","2014",8.5,26.1,26.3,39.1
"988","Shoalhaven","2015",8.4,26.3,25.7,39.5
"989","Shoalhaven","2016",9,28.6,24.8,37.6
"990","Shoalhaven","2017",9.3,28.4,21.8,40.5
"991","Singleton","2008",11.7,22.4,30.5,35.4
"992","Singleton","2009",12.5,21.9,30.1,35.4
"993","Singleton","2010",12.3,22.3,31,34.4
"994","Singleton","2011",12.1,25,29.8,33.1
"995","Singleton","2012",11.7,27.8,25.2,35.3
"996","Singleton","2013",11,28.4,25.6,35
"997","Singleton","2014",9.4,27.4,28.5,34.7
"998","Singleton","2015",8.6,25.8,28,37.6
"999","Singleton","2016",8.3,24.3,27.7,39.6
"1000","Singleton","2017",8.8,25,26.4,39.8
"1001","Snowy Monaro Regional","2008",14.1,21.2,26.9,37.8
"1002","Snowy Monaro Regional","2009",14.5,21.3,26.2,38
"1003","Snowy Monaro Regional","2010",14.6,22.1,26.5,36.9
"1004","Snowy Monaro Regional","2011",14.7,24.4,24.8,36.1
"1005","Snowy Monaro Regional","2012",13.4,26.8,22.7,37.1
"1006","Snowy Monaro Regional","2013",11.6,27.5,23.8,37.1
"1007","Snowy Monaro Regional","2014",10,28.2,24.9,36.9
"1008","Snowy Monaro Regional","2015",9.7,26.1,25.2,39
"1009","Snowy Monaro Regional","2016",11.4,24.8,25.2,38.5
"1010","Snowy Monaro Regional","2017",10.5,26.1,24.7,38.7
"1011","Snowy Valleys","2008",11.6,21.9,26.7,39.7
"1012","Snowy Valleys","2009",12.7,23,25.9,38.5
"1013","Snowy Valleys","2010",12.1,24.2,27.3,36.3
"1014","Snowy Valleys","2011",11,25.4,27.5,36.1
"1015","Snowy Valleys","2012",11,24.5,28.2,36.2
"1016","Snowy Valleys","2013",11.6,25.9,26.6,35.9
"1017","Snowy Valleys","2014",11.4,25.3,32.2,31.1
"1018","Snowy Valleys","2015",10.9,21.1,35.1,32.9
"1019","Snowy Valleys","2016",10,21.7,32.9,35.3
"1020","Snowy Valleys","2017",9.7,23,30.6,36.7
"1021","Strathfield","2008",7.2,23.4,30.5,39
"1022","Strathfield","2009",8,21.1,30.4,40.4
"1023","Strathfield","2010",8.5,19.5,32.8,39.2
"1024","Strathfield","2011",9,20.7,34.7,35.7
"1025","Strathfield","2012",7.6,23.6,33.9,34.9
"1026","Strathfield","2013",5.3,22.1,33.1,39.5
"1027","Strathfield","2014",6.7,21.6,33.8,37.9
"1028","Strathfield","2015",6.8,23.9,33,36.4
"1029","Strathfield","2016",6.7,23.7,30.7,38.9
"1030","Strathfield","2017",5.8,24.8,27.1,42.3
"1031","Sutherland Shire","2008",9.3,25.2,29.9,35.6
"1032","Sutherland Shire","2009",9.1,24.9,29.2,36.9
"1033","Sutherland Shire","2010",7.6,24.9,29.4,38.1
"1034","Sutherland Shire","2011",8.1,25.9,28,38
"1035","Sutherland Shire","2012",9,26.7,26.7,37.6
"1036","Sutherland Shire","2013",7.5,25.6,29.7,37.2
"1037","Sutherland Shire","2014",6.1,27,31.9,35.1
"1038","Sutherland Shire","2015",5.6,27.5,30.7,36.2
"1039","Sutherland Shire","2016",5.3,25.4,27.3,42.1
"1040","Sutherland Shire","2017",6.9,23.5,22.5,47.1
"1041","Sydney","2008",7.2,23.4,30.5,39
"1042","Sydney","2009",8,21.1,30.4,40.4
"1043","Sydney","2010",8.5,19.5,32.8,39.2
"1044","Sydney","2011",9,20.7,34.7,35.7
"1045","Sydney","2012",7.6,23.6,33.9,34.9
"1046","Sydney","2013",5.3,22.1,33.1,39.5
"1047","Sydney","2014",6.7,21.6,33.8,37.9
"1048","Sydney","2015",6.8,23.9,33,36.4
"1049","Sydney","2016",6.7,23.7,30.7,38.9
"1050","Sydney","2017",5.8,24.8,27.1,42.3
"1051","Tamworth Regional","2008",11.7,22.4,30.5,35.4
"1052","Tamworth Regional","2009",12.5,21.9,30.1,35.4
"1053","Tamworth Regional","2010",12.3,22.3,31,34.4
"1054","Tamworth Regional","2011",12.1,25,29.8,33.1
"1055","Tamworth Regional","2012",11.7,27.8,25.2,35.3
"1056","Tamworth Regional","2013",11,28.4,25.6,35
"1057","Tamworth Regional","2014",9.4,27.4,28.5,34.7
"1058","Tamworth Regional","2015",8.6,25.8,28,37.6
"1059","Tamworth Regional","2016",8.3,24.3,27.7,39.6
"1060","Tamworth Regional","2017",8.8,25,26.4,39.8
"1061","Temora","2008",11.6,21.9,26.7,39.7
"1062","Temora","2009",12.7,23,25.9,38.5
"1063","Temora","2010",12.1,24.2,27.3,36.3
"1064","Temora","2011",11,25.4,27.5,36.1
"1065","Temora","2012",11,24.5,28.2,36.2
"1066","Temora","2013",11.6,25.9,26.6,35.9
"1067","Temora","2014",11.4,25.3,32.2,31.1
"1068","Temora","2015",10.9,21.1,35.1,32.9
"1069","Temora","2016",10,21.7,32.9,35.3
"1070","Temora","2017",9.7,23,30.6,36.7
"1071","Tenterfield","2008",11.7,22.4,30.5,35.4
"1072","Tenterfield","2009",12.5,21.9,30.1,35.4
"1073","Tenterfield","2010",12.3,22.3,31,34.4
"1074","Tenterfield","2011",12.1,25,29.8,33.1
"1075","Tenterfield","2012",11.7,27.8,25.2,35.3
"1076","Tenterfield","2013",11,28.4,25.6,35
"1077","Tenterfield","2014",9.4,27.4,28.5,34.7
"1078","Tenterfield","2015",8.6,25.8,28,37.6
"1079","Tenterfield","2016",8.3,24.3,27.7,39.6
"1080","Tenterfield","2017",8.8,25,26.4,39.8
"1081","The Hills Shire","2008",6,24.3,38.4,31.3
"1082","The Hills Shire","2009",6.5,25,39.2,29.3
"1083","The Hills Shire","2010",6.3,30.1,39.1,24.6
"1084","The Hills Shire","2011",6.3,30.7,38.6,24.5
"1085","The Hills Shire","2012",5.9,28.1,41.4,24.7
"1086","The Hills Shire","2013",4.8,28.7,42.3,24.2
"1087","The Hills Shire","2014",3.9,26.9,45.5,23.7
"1088","The Hills Shire","2015",5.6,24.4,47.4,22.6
"1089","The Hills Shire","2016",5.5,27.6,43.3,23.7
"1090","The Hills Shire","2017",4.1,32.3,39.7,24
"1091","Tweed","2008",14.4,19.8,27.5,38.3
"1092","Tweed","2009",13.3,19.5,29.6,37.6
"1093","Tweed","2010",12.5,18.2,31.9,37.4
"1094","Tweed","2011",11.9,22.3,29.1,36.7
"1095","Tweed","2012",12.8,26.6,25.3,35.3
"1096","Tweed","2013",14.1,27,25.5,33.3
"1097","Tweed","2014",12.2,25.7,26,36.1
"1098","Tweed","2015",11.8,24.4,25.6,38.3
"1099","Tweed","2016",12.2,24.3,23.4,40
"1100","Tweed","2017",11.8,24.8,21.1,42.3
"1101","Unincorporated NSW","2008",11,26.3,30.2,32.4
"1102","Unincorporated NSW","2009",10.6,27,30.8,31.6
"1103","Unincorporated NSW","2010",9.4,23,31.5,36.1
"1104","Unincorporated NSW","2011",10.4,24.6,32.6,32.4
"1105","Unincorporated NSW","2012",8.9,27.9,30.9,32.3
"1106","Unincorporated NSW","2013",9.7,26.1,32.1,32.2
"1107","Unincorporated NSW","2014",9.3,22.3,39.2,29.2
"1108","Unincorporated NSW","2015",7.1,25.2,38,29.7
"1109","Unincorporated NSW","2016",6.9,30.4,30.6,32.1
"1110","Unincorporated NSW","2017",8.4,32.1,26.2,33.4
"1111","Upper Hunter Shire","2008",11.7,22.4,30.5,35.4
"1112","Upper Hunter Shire","2009",12.5,21.9,30.1,35.4
"1113","Upper Hunter Shire","2010",12.3,22.3,31,34.4
"1114","Upper Hunter Shire","2011",12.1,25,29.8,33.1
"1115","Upper Hunter Shire","2012",11.7,27.8,25.2,35.3
"1116","Upper Hunter Shire","2013",11,28.4,25.6,35
"1117","Upper Hunter Shire","2014",9.4,27.4,28.5,34.7
"1118","Upper Hunter Shire","2015",8.6,25.8,28,37.6
"1119","Upper Hunter Shire","2016",8.3,24.3,27.7,39.6
"1120","Upper Hunter Shire","2017",8.8,25,26.4,39.8
"1121","Upper Lachlan Shire","2008",14.1,21.2,26.9,37.8
"1122","Upper Lachlan Shire","2009",14.5,21.3,26.2,38
"1123","Upper Lachlan Shire","2010",14.6,22.1,26.5,36.9
"1124","Upper Lachlan Shire","2011",14.7,24.4,24.8,36.1
"1125","Upper Lachlan Shire","2012",13.4,26.8,22.7,37.1
"1126","Upper Lachlan Shire","2013",11.6,27.5,23.8,37.1
"1127","Upper Lachlan Shire","2014",10,28.2,24.9,36.9
"1128","Upper Lachlan Shire","2015",9.7,26.1,25.2,39
"1129","Upper Lachlan Shire","2016",11.4,24.8,25.2,38.5
"1130","Upper Lachlan Shire","2017",10.5,26.1,24.7,38.7
"1131","Uralla","2008",11.7,22.4,30.5,35.4
"1132","Uralla","2009",12.5,21.9,30.1,35.4
"1133","Uralla","2010",12.3,22.3,31,34.4
"1134","Uralla","2011",12.1,25,29.8,33.1
"1135","Uralla","2012",11.7,27.8,25.2,35.3
"1136","Uralla","2013",11,28.4,25.6,35
"1137","Uralla","2014",9.4,27.4,28.5,34.7
"1138","Uralla","2015",8.6,25.8,28,37.6
"1139","Uralla","2016",8.3,24.3,27.7,39.6
"1140","Uralla","2017",8.8,25,26.4,39.8
"1141","Wagga Wagga","2008",11.6,21.9,26.7,39.7
"1142","Wagga Wagga","2009",12.7,23,25.9,38.5
"1143","Wagga Wagga","2010",12.1,24.2,27.3,36.3
"1144","Wagga Wagga","2011",11,25.4,27.5,36.1
"1145","Wagga Wagga","2012",11,24.5,28.2,36.2
"1146","Wagga Wagga","2013",11.6,25.9,26.6,35.9
"1147","Wagga Wagga","2014",11.4,25.3,32.2,31.1
"1148","Wagga Wagga","2015",10.9,21.1,35.1,32.9
"1149","Wagga Wagga","2016",10,21.7,32.9,35.3
"1150","Wagga Wagga","2017",9.7,23,30.6,36.7
"1151","Walcha","2008",11.7,22.4,30.5,35.4
"1152","Walcha","2009",12.5,21.9,30.1,35.4
"1153","Walcha","2010",12.3,22.3,31,34.4
"1154","Walcha","2011",12.1,25,29.8,33.1
"1155","Walcha","2012",11.7,27.8,25.2,35.3
"1156","Walcha","2013",11,28.4,25.6,35
"1157","Walcha","2014",9.4,27.4,28.5,34.7
"1158","Walcha","2015",8.6,25.8,28,37.6
"1159","Walcha","2016",8.3,24.3,27.7,39.6
"1160","Walcha","2017",8.8,25,26.4,39.8
"1161","Walgett","2008",10.1,26.8,29.9,33.2
"1162","Walgett","2009",11.8,23.7,30.1,34.3
"1163","Walgett","2010",11.6,23.6,29.9,34.9
"1164","Walgett","2011",10.1,26.3,29.2,34.4
"1165","Walgett","2012",9.1,30,28.4,32.5
"1166","Walgett","2013",8.3,30.3,28.9,32.5
"1167","Walgett","2014",8.4,28.2,30.3,33.1
"1168","Walgett","2015",9.2,29.7,29.6,31.6
"1169","Walgett","2016",10.5,29.6,25.4,34.6
"1170","Walgett","2017",11.8,28.5,24.6,35.1
"1171","Warren","2008",10.1,26.8,29.9,33.2
"1172","Warren","2009",11.8,23.7,30.1,34.3
"1173","Warren","2010",11.6,23.6,29.9,34.9
"1174","Warren","2011",10.1,26.3,29.2,34.4
"1175","Warren","2012",9.1,30,28.4,32.5
"1176","Warren","2013",8.3,30.3,28.9,32.5
"1177","Warren","2014",8.4,28.2,30.3,33.1
"1178","Warren","2015",9.2,29.7,29.6,31.6
"1179","Warren","2016",10.5,29.6,25.4,34.6
"1180","Warren","2017",11.8,28.5,24.6,35.1
"1181","Warrumbungle Shire","2008",10.1,26.8,29.9,33.2
"1182","Warrumbungle Shire","2009",11.8,23.7,30.1,34.3
"1183","Warrumbungle Shire","2010",11.6,23.6,29.9,34.9
"1184","Warrumbungle Shire","2011",10.1,26.3,29.2,34.4
"1185","Warrumbungle Shire","2012",9.1,30,28.4,32.5
"1186","Warrumbungle Shire","2013",8.3,30.3,28.9,32.5
"1187","Warrumbungle Shire","2014",8.4,28.2,30.3,33.1
"1188","Warrumbungle Shire","2015",9.2,29.7,29.6,31.6
"1189","Warrumbungle Shire","2016",10.5,29.6,25.4,34.6
"1190","Warrumbungle Shire","2017",11.8,28.5,24.6,35.1
"1191","Waverley","2008",9.3,25.2,29.9,35.6
"1192","Waverley","2009",9.1,24.9,29.2,36.9
"1193","Waverley","2010",7.6,24.9,29.4,38.1
"1194","Waverley","2011",8.1,25.9,28,38
"1195","Waverley","2012",9,26.7,26.7,37.6
"1196","Waverley","2013",7.5,25.6,29.7,37.2
"1197","Waverley","2014",6.1,27,31.9,35.1
"1198","Waverley","2015",5.6,27.5,30.7,36.2
"1199","Waverley","2016",5.3,25.4,27.3,42.1
"1200","Waverley","2017",6.9,23.5,22.5,47.1
"1201","Weddin","2008",10.1,26.8,29.9,33.2
"1202","Weddin","2009",11.8,23.7,30.1,34.3
"1203","Weddin","2010",11.6,23.6,29.9,34.9
"1204","Weddin","2011",10.1,26.3,29.2,34.4
"1205","Weddin","2012",9.1,30,28.4,32.5
"1206","Weddin","2013",8.3,30.3,28.9,32.5
"1207","Weddin","2014",8.4,28.2,30.3,33.1
"1208","Weddin","2015",9.2,29.7,29.6,31.6
"1209","Weddin","2016",10.5,29.6,25.4,34.6
"1210","Weddin","2017",11.8,28.5,24.6,35.1
"1211","Wentworth","2008",11,26.3,30.2,32.4
"1212","Wentworth","2009",10.6,27,30.8,31.6
"1213","Wentworth","2010",9.4,23,31.5,36.1
"1214","Wentworth","2011",10.4,24.6,32.6,32.4
"1215","Wentworth","2012",8.9,27.9,30.9,32.3
"1216","Wentworth","2013",9.7,26.1,32.1,32.2
"1217","Wentworth","2014",9.3,22.3,39.2,29.2
"1218","Wentworth","2015",7.1,25.2,38,29.7
"1219","Wentworth","2016",6.9,30.4,30.6,32.1
"1220","Wentworth","2017",8.4,32.1,26.2,33.4
"1221","Western Plains Regional","2008",10.1,26.8,29.9,33.2
"1222","Western Plains Regional","2009",11.8,23.7,30.1,34.3
"1223","Western Plains Regional","2010",11.6,23.6,29.9,34.9
"1224","Western Plains Regional","2011",10.1,26.3,29.2,34.4
"1225","Western Plains Regional","2012",9.1,30,28.4,32.5
"1226","Western Plains Regional","2013",8.3,30.3,28.9,32.5
"1227","Western Plains Regional","2014",8.4,28.2,30.3,33.1
"1228","Western Plains Regional","2015",9.2,29.7,29.6,31.6
"1229","Western Plains Regional","2016",10.5,29.6,25.4,34.6
"1230","Western Plains Regional","2017",11.8,28.5,24.6,35.1
"1231","Willoughby","2008",12.3,18.5,23.2,46.1
"1232","Willoughby","2009",12,19.4,23.1,45.5
"1233","Willoughby","2010",11.8,21.6,22.1,44.5
"1234","Willoughby","2011",11,20.5,21.3,47.3
"1235","Willoughby","2012",9.2,21.7,21.3,47.8
"1236","Willoughby","2013",7.7,23.7,24,44.6
"1237","Willoughby","2014",8.1,22.7,25.7,43.5
"1238","Willoughby","2015",8.2,23.6,27.4,40.8
"1239","Willoughby","2016",7.8,23.4,26.4,42.5
"1240","Willoughby","2017",7.3,23.6,20.7,48.5
"1241","Wingecarribee","2008",6.1,24.4,43.8,25.7
"1242","Wingecarribee","2009",6.5,24.2,42.6,26.7
"1243","Wingecarribee","2010",6.1,24.8,43.4,25.7
"1244","Wingecarribee","2011",6,27.7,41.2,25.1
"1245","Wingecarribee","2012",5.3,29.6,43.7,21.3
"1246","Wingecarribee","2013",4.7,28.9,47.6,18.8
"1247","Wingecarribee","2014",4.9,27.5,46.9,20.7
"1248","Wingecarribee","2015",4.1,25.8,47.4,22.7
"1249","Wingecarribee","2016",4.2,26.4,46.1,23.3
"1250","Wingecarribee","2017",5,29.7,42.3,23
"1251","Wollondilly","2008",6.1,24.4,43.8,25.7
"1252","Wollondilly","2009",6.5,24.2,42.6,26.7
"1253","Wollondilly","2010",6.1,24.8,43.4,25.7
"1254","Wollondilly","2011",6,27.7,41.2,25.1
"1255","Wollondilly","2012",5.3,29.6,43.7,21.3
"1256","Wollondilly","2013",4.7,28.9,47.6,18.8
"1257","Wollondilly","2014",4.9,27.5,46.9,20.7
"1258","Wollondilly","2015",4.1,25.8,47.4,22.7
"1259","Wollondilly","2016",4.2,26.4,46.1,23.3
"1260","Wollondilly","2017",5,29.7,42.3,23
"1261","Wollongong","2008",9.1,24.5,27.4,39
"1262","Wollongong","2009",8.5,27.1,24.9,39.5
"1263","Wollongong","2010",8.8,25.7,26.7,38.7
"1264","Wollongong","2011",10.7,23.9,26.8,38.6
"1265","Wollongong","2012",10.6,25.9,25.3,38.2
"1266","Wollongong","2013",8.9,26.1,26,39
"1267","Wollongong","2014",8.5,26.1,26.3,39.1
"1268","Wollongong","2015",8.4,26.3,25.7,39.5
"1269","Wollongong","2016",9,28.6,24.8,37.6
"1270","Wollongong","2017",9.3,28.4,21.8,40.5
"1271","Woollahra","2008",7.2,23.4,30.5,39
"1272","Woollahra","2009",8,21.1,30.4,40.4
"1273","Woollahra","2010",8.5,19.5,32.8,39.2
"1274","Woollahra","2011",9,20.7,34.7,35.7
"1275","Woollahra","2012",7.6,23.6,33.9,34.9
"1276","Woollahra","2013",5.3,22.1,33.1,39.5
"1277","Woollahra","2014",6.7,21.6,33.8,37.9
"1278","Woollahra","2015",6.8,23.9,33,36.4
"1279","Woollahra","2016",6.7,23.7,30.7,38.9
"1280","Woollahra","2017",5.8,24.8,27.1,42.3
"1281","Yass Valley","2008",14.1,21.2,26.9,37.8
"1282","Yass Valley","2009",14.5,21.3,26.2,38
"1283","Yass Valley","2010",14.6,22.1,26.5,36.9
"1284","Yass Valley","2011",14.7,24.4,24.8,36.1
"1285","Yass Valley","2012",13.4,26.8,22.7,37.1
"1286","Yass Valley","2013",11.6,27.5,23.8,37.1
"1287","Yass Valley","2014",10,28.2,24.9,36.9
"1288","Yass Valley","2015",9.7,26.1,25.2,39
"1289","Yass Valley","2016",11.4,24.8,25.2,38.5
"1290","Yass Valley","2017",10.5,26.1,24.7,38.7
